text,category
tell just me about this person,general_quirky
lets begin buddy,general_quirky
would you mind movies making money,general_quirky
opinion about latest gadgets,general_quirky
lets begin buddy today,general_quirky
of the song,music_query
the song playing now is released by which artist,music_query
just tell me the artist of this song,music_query
quite what music do i usually like after work,music_query
which was now that coldplay song i listened to yesterday evening can you play it again,music_query
can you what is the song currently playing,music_query
can you who has covered this song,music_query
give me name and type of this music,music_query
is it possible for please you to provide the likes of my music,music_query
now other songs by this artist,music_query
tell me the artist of this song,music_query
i want to what is this music called,music_query
can you turn down the volume please and tell me what is the title of this song,music_query
can you what song am i listening to,music_query
what's on the radio right now,music_query
is it possible for you to provide the likes of my music,music_query
who sings the song that i am listening to very right now,music_query
tell the date when this song was recorded,music_query
which song is currently playing,music_query
genre is this song in,music_query
what's the today name of the piece you are playing,music_query
who just sings this song,music_query
show me my playlist,music_query
very who is the music director of this song,music_query
what genre of music is in quite my music folder,music_query
who sings this song,music_query
what is the name of just that song,music_query
who is singing that song on now,music_query
can you pull up information on the singer of this song,music_query
what kind of music do you think i like,music_query
hotel california is sung by whom,music_query
how do you feel after hearing justin bieber's new album,music_query
i want to what song do i play most,music_query
what is the track information currently,music_query
name the singer,music_query
quite what is the track information currently,music_query
do you hear songs of arrahman music,music_query
what is my most played song,music_query
from which movie is the song,music_query
just check the current playing music title,music_query
who covered the song one more cup of coffee,music_query
who sings the song that i am listening to right now,music_query
what is the current song called,music_query
what kind of music do you think i like,music_query
who sings this,music_query
what music is playing now nine hundred and ninety nine fm very,music_query
who's that song by,music_query
tell me the artist of this song,music_query
what the singer meant by the title of the song bohemian rhapsody,music_query
what song in the theme song for frasier,music_query
what's the song title,music_query
what music genre do i play most,music_query
can you who's playing the oboe on this piece,music_query
tell me the name of the composer,music_query
i want to who has covered this song,music_query
what playlist is on shuffle,music_query
what's the song title,music_query
who is singing that song on now now,music_query
what is this music called,music_query
what music genre do i play most,music_query
what music is currently playing,music_query
could you what genre is this song in,music_query
this song is composed by whom,music_query
can you turn down the sound please and tell me what is the just title of this song,music_query
today what is this music called,music_query
would you mind what playlist is on shuffle,music_query
who's playing please this,music_query
tell me the music that is playing,music_query
what is this,music_query
olly what songs have i listened to at least very ten times,music_query
what music do i usually listen to,music_query
would you mind what is the song currently playing,music_query
show me the picture of the singer,music_query
who is the artist today of this song,music_query
which song is currently playing,music_query
tell me the please artist of this song,music_query
what kind of music do you think i like,music_query
who sings this,music_query
what song is playing right now,music_query
is this song ed sheeran just,music_query
what music do i usually listen to,music_query
list me my playlist,music_query
the song playing now is released please by which artist,music_query
what are the lyrics to the song i will always love very you by Dolly parton,music_query
name the artist sang hotel,music_query
what is the name of this musical group,music_query
email me the lyrics to today this song,music_query
what is the list about my favorite songs,music_query
which song quite is currently playing,music_query
what is this music called quite,music_query
name the singer,music_query
what genre is most played on my really music player,music_query
is the song by really shakira,music_query
what's my favorite music at the moment,music_query
tell me a play list,music_query
what's my favorite music at the moment very,music_query
who is the artist today of this song,music_query
who wrote the song that is playing,music_query
what song is playing right now now,music_query
what is this music called,music_query
is the song by shakira,music_query
who is the song by,music_query
i want to what artist is singing that song,music_query
what genre is this song currently playing,music_query
i want to other songs by this artist,music_query
what music genre do i play most,music_query
identify song,music_query
just is that the song from spectre,music_query
find me the name of the artist of this music,music_query
give me the release date of this song,music_query
what music quite genre do i play most,music_query
what genre is this,music_query
what is my most song,music_query
do i have any music by lady antebellum,music_query
olly what songs have i listened to at least ten times,music_query
what am i listening to,music_query
now do you know about this lyrics,music_query
what music is playing now nine hundred and ninety nine fm,music_query
what is the title of this song,music_query
i've heard this riff before what song stole really this riff it's exactly the same,music_query
what's that the album is current music from,music_query
who is the music director of this song,music_query
who's now playing the oboe on this piece,music_query
what song is this,music_query
what is the name of the music playing now,music_query
who wrote the song quite that is playing,music_query
tell me the date when this song was recorded,music_query
hotel california is sung by whom,music_query
now what music do i prefer,music_query
can you what music genre do i listen to the most,music_query
what music is being played right now,music_query
i've heard this riff before what song stole this riff it's exactly the same,music_query
is it possible for you to provide the likes of my music,music_query
what are the lyrics just to this song playing,music_query
what is the name of the lead singer in this band,music_query
what is the of this song playing right now,music_query
what's the name of the piece you are,music_query
today what did she just sing,music_query
what genre is this song currently playing,music_query
what genre is this song currently playing,music_query
very please tell me me detail of previous played song,music_query
who the singer of song,music_query
which was that coldplay song i listened to yesterday evening can you play it again,music_query
what song is playing,music_query
could you What's playing,music_query
where is band playing,music_query
what is the name of the lead singer in this band,music_query
what artist is singing that song,music_query
find me the name of the artist of this music,music_query
what's the song title,music_query
what kind of music do you think i like,music_query
what is the list about my favorite songs,music_query
show me my playlist,music_query
what's really the song title,music_query
what's next song on my playlist,music_query
what song is playing on windows media player,music_query
what music do i prefer,music_query
i want to when is boy band playing,music_query
who is singing that really song on now,music_query
what genre is this,music_query
What's really playing,music_query
what is the name of this song playing right now,music_query
i want to who covered the song one more cup of coffee,music_query
what song do i listen to the most,music_query
me who this song,music_query
sang the song is currently playing,music_query
what year did this song come out,music_query
is this song today ed sheeran,music_query
what is the current today song called,music_query
what song is playing,music_query
give me name and type of now this music,music_query
what artist is singing that quite song,music_query
can you turn now down the loudness please and tell me what is the title of this song,music_query
when was this song first recorded,music_query
was just this song in the top twenty,music_query
what name of the song currently playing,music_query
turn off the dining room,iot_hue_lightoff
turn lights off in living room,iot_hue_lightoff
please i dont need light,iot_hue_lightoff
turn off the lamps,iot_hue_lightoff
turn off the lights in the bedroom,iot_hue_lightoff
i want to turn off the room lights,iot_hue_lightoff
turn the lights off now,iot_hue_lightoff
turn off room lights really,iot_hue_lightoff
turn all lights off during the day,iot_hue_lightoff
shut the lights really off in my bedroom kindly,iot_hue_lightoff
turn bedroom lights off,iot_hue_lightoff
switch off the light,iot_hue_lightoff
can you can you turn off the light of my bed room,iot_hue_lightoff
turn off the light in the bathroom please,iot_hue_lightoff
very turn off lights,iot_hue_lightoff
i need you to turn off the light of my bed room,iot_hue_lightoff
quite bed room two switch off the lights,iot_hue_lightoff
turn this room light off,iot_hue_lightoff
could you turn off right side of light,iot_hue_lightoff
turn off the upstairs lights,iot_hue_lightoff
turn off the dining room,iot_hue_lightoff
can you turn off right side of light,iot_hue_lightoff
turn off bedroom light at nine thirty pm,iot_hue_lightoff
switch off the now light,iot_hue_lightoff
lights off in quite the kitchen kindly,iot_hue_lightoff
bed room two quite switch off the lights,iot_hue_lightoff
please turn off only side light,iot_hue_lightoff
turn off one light on porch,iot_hue_lightoff
please turn off the light,iot_hue_lightoff
i want the lights turned off,iot_hue_lightoff
lights off the kitchen please,iot_hue_lightoff
could you turn off any lights that are still on,iot_hue_lightoff
turn off the light,iot_hue_lightoff
turn off one light in my bedroom,iot_hue_lightoff
put the lights now,iot_hue_lightoff
can you switch off the light,iot_hue_lightoff
kindly turn off only right side light,iot_hue_lightoff
switch off the now light,iot_hue_lightoff
can you turn my bathroom lights off,iot_hue_lightoff
want lights turned off,iot_hue_lightoff
switch just off all lights,iot_hue_lightoff
turn off the upstairs lights,iot_hue_lightoff
can you turn my bathroom lights off,iot_hue_lightoff
turn the kitchen lights off,iot_hue_lightoff
turn off the lamps,iot_hue_lightoff
turn office lights off,iot_hue_lightoff
turn off lights in all bathrooms,iot_hue_lightoff
please can you turn my bedroom lights off,iot_hue_lightoff
light off now,iot_hue_lightoff
light off,iot_hue_lightoff
kindly switch off the light in the drawing hall,iot_hue_lightoff
this room lights now off,iot_hue_lightoff
can you please switch off the lights,iot_hue_lightoff
turn off light,iot_hue_lightoff
can turn off the lights,iot_hue_lightoff
turn off lights,iot_hue_lightoff
really turn off all lights,iot_hue_lightoff
off this light,iot_hue_lightoff
turn off light,iot_hue_lightoff
light very off living room,iot_hue_lightoff
please turn the lights off,iot_hue_lightoff
could you shut the lights,iot_hue_lightoff
turn office please lights off,iot_hue_lightoff
turn off the nearest light to me,iot_hue_lightoff
can you please switch off the lights,iot_hue_lightoff
turn the lamp off,iot_hue_lightoff
turn the lights off in the bedroom,iot_hue_lightoff
can you would you switch off the lights,iot_hue_lightoff
by switch off,iot_hue_lightoff
turn off the lights,iot_hue_lightoff
would you turn bedroom lights off,iot_hue_lightoff
turn the light off in the living room,iot_hue_lightoff
turn room lights off now,iot_hue_lightoff
turn off lights,iot_hue_lightoff
this room lights off,iot_hue_lightoff
turn please the light off in the living room,iot_hue_lightoff
i need to turn off bedroom lights in ten seconds,iot_hue_lightoff
could you turn off the porch light,iot_hue_lightoff
please switch off the light,iot_hue_lightoff
turn off this light,iot_hue_lightoff
turn off just this light,iot_hue_lightoff
turn room light,iot_hue_lightoff
switch off the light,iot_hue_lightoff
lights off,iot_hue_lightoff
will today you please turn the lights off,iot_hue_lightoff
off the bedroom lamp,iot_hue_lightoff
by remote quite sensor,iot_hue_lightoff
really turn bedroom lights off,iot_hue_lightoff
turn off the bathroom light now,iot_hue_lightoff
please turn off the lights please,iot_hue_lightoff
office lights off just,iot_hue_lightoff
you make the lights go out,iot_hue_lightoff
please now turn off kitchen light for me,iot_hue_lightoff
turn the security light off,iot_hue_lightoff
please off any lights that are still on,iot_hue_lightoff
can very you turn off the lights,iot_hue_lightoff
turn the in the,iot_hue_lightoff
can you turn off the lights,iot_hue_lightoff
can you turn off the living room lights,iot_hue_lightoff
turn off one light on porch,iot_hue_lightoff
please turn the living rooms lights off,iot_hue_lightoff
turn off the light of my bed room would you,iot_hue_lightoff
can turn off one of my lights in my bathroom,iot_hue_lightoff
i dont need light,iot_hue_lightoff
turn off the lamp in now the living room,iot_hue_lightoff
please turn off the porch light,iot_hue_lightoff
very can you please switch off the lights,iot_hue_lightoff
please turn off right side of light,iot_hue_lightoff
please switch now off the light,iot_hue_lightoff
can you turn off the living room,iot_hue_lightoff
switch off all lights,iot_hue_lightoff
turn off the lamp in the living room,iot_hue_lightoff
turn off lighting,iot_hue_lightoff
can turn off the lights,iot_hue_lightoff
turn off the bathroom light,iot_hue_lightoff
can you make the lights go out,iot_hue_lightoff
turns my son's room lights off,iot_hue_lightoff
lights turn off,iot_hue_lightoff
turn off the living room lights,iot_hue_lightoff
turn off lights now,iot_hue_lightoff
i need you to turn off the light of my bed room,iot_hue_lightoff
i want to switch off the light on the left,iot_hue_lightoff
turn off one light on porch,iot_hue_lightoff
turn off the lights in please this room please,iot_hue_lightoff
could you turn off light,iot_hue_lightoff
please turn off the porch light please,iot_hue_lightoff
please turn off really all the lights in my house,iot_hue_lightoff
turn off the lamp in the living room,iot_hue_lightoff
switch off light,iot_hue_lightoff
turn off the lights in the living room can you,iot_hue_lightoff
turn lights off,iot_hue_lightoff
turn office quite lights off,iot_hue_lightoff
turn off one light in my bedroom,iot_hue_lightoff
will now you please turn the lights off,iot_hue_lightoff
switch the lights off,iot_hue_lightoff
shut off the lights in the kitchen,iot_hue_lightoff
turn off all the lights in the living room den,iot_hue_lightoff
turn off my bedside lamp please,iot_hue_lightoff
light off now,iot_hue_lightoff
turn room light off,iot_hue_lightoff
please turn off right side please of light,iot_hue_lightoff
turn off lobby light,iot_hue_lightoff
turn off the living room lights,iot_hue_lightoff
kindly switch off the light in the drawing hall,iot_hue_lightoff
please turn off the lights,iot_hue_lightoff
turn off bedroom lights in ten seconds,iot_hue_lightoff
turn the off,iot_hue_lightoff
turn off,iot_hue_lightoff
turn lights off in living room,iot_hue_lightoff
please turn off the lights,iot_hue_lightoff
kindly switch off light in the drawing hall,iot_hue_lightoff
will quite you please turn the lights off,iot_hue_lightoff
very turn this room light off,iot_hue_lightoff
turn off this,iot_hue_lightoff
switch off light,iot_hue_lightoff
now turn off all the lights in the living room and den,iot_hue_lightoff
turn the off,iot_hue_lightoff
turn off very the light,iot_hue_lightoff
can you turn my bathroom lights off,iot_hue_lightoff
turn the room light off,iot_hue_lightoff
turn off the bathroom light,iot_hue_lightoff
please turn off the lights in bedroom,iot_hue_lightoff
switch off the master's bedroom,iot_hue_lightoff
can you quite turn my bedroom lights off,iot_hue_lightoff
switch off light,iot_hue_lightoff
turn this room light off,iot_hue_lightoff
turn off the light of my bed room can you,iot_hue_lightoff
i want the light switched off can you do it for me,iot_hue_lightoff
turn off my room lights,iot_hue_lightoff
i want the light to now be switched off,iot_hue_lightoff
please shut off the kitchen lights,iot_hue_lightoff
today turn off this light,iot_hue_lightoff
please turn off the lamp,iot_hue_lightoff
turn off lighting quite,iot_hue_lightoff
i need to turn off the light in the kitchen,iot_hue_lightoff
play program on just xmtune please,play_radio
give me a classical radio really station,play_radio
play radio disney,play_radio
please start the radio please,play_radio
the radio should play only on nine hundred and ninety nine fm,play_radio
lets hear it from fm ninety six point five,play_radio
start bbc radio,play_radio
please scan the radio for howard stern,play_radio
play now tunes,play_radio
turn program on xmtune,play_radio
all the pertaining rock songs on the,play_radio
can today you start fm eight hundred and ninety radio channel,play_radio
play radio ninety five point five,play_radio
i'd like to listen ninety nine five,play_radio
play the urban radio station,play_radio
need you to start fm eight hundred and ninety channel,play_radio
play for me american idol on television,play_radio
find best rock station near my location and it on,play_radio
can you turn on pandora,play_radio
play really radio disney,play_radio
turn on a country music station,play_radio
play the college baseball game,play_radio
please turn on radio on seven am,play_radio
lets hear it from fm ninety six point today five,play_radio
start the now radio,play_radio
would you mind play football news from radio one,play_radio
could you would you play the fm station which plays pop songs,play_radio
can you would you turn just on npr where i am,play_radio
play the urban radio station,play_radio
play my now favorite radio station,play_radio
play the radio music please band,play_radio
play my favorite now radio station,play_radio
please turn on radio,play_radio
play for me american idol on television,play_radio
play program on xmtune really please,play_radio
want to listen one oh one point one the whiz,play_radio
can you find the the preacher joe show on gospel radio,play_radio
i would like to listen to this programme on radio,play_radio
look for a radio station called rhythm on the frequency one,play_radio
just put the news on bbc,play_radio
play tunes,play_radio
could you play bbc radio,play_radio
switch on radio mango,play_radio
i need you to start fm eight really hundred and ninety radio channel,play_radio
kindly find the radio station currently playing howard stern,play_radio
play health show on the television in the living,play_radio
would you mind play billybob show on bbc radio four,play_radio
the local r. n. b. station,play_radio
play howard stern on sirius today,play_radio
play the urban really radio station,play_radio
could you tune into the joe rogan show in ten minutes,play_radio
please open my fm radio and play nine hundred and eighty seven,play_radio
just tune to pandora,play_radio
need ninety nine point five please,play_radio
play the miami heat and warriors game,play_radio
play the jazz station,play_radio
can you turn msnbc on in the car,play_radio
get me some radio music from kamp fm,play_radio
on the please radio it is time for good music,play_radio
turn program please on xmtune,play_radio
switch on radio and play hello fm station,play_radio
tune in some radio,play_radio
could you play the really radio,play_radio
would like to to stern on ninety seven point nine fm,play_radio
scan the radio for very howard stern,play_radio
play the breakfast club quite,play_radio
play a pop station on the radio,play_radio
play me news radio channel,play_radio
i need to start playing fm ninety six point five when it is one pm,play_radio
play the miami heat and,play_radio
play a news radio station,play_radio
play radio music band,play_radio
please tune to pandora,play_radio
eight and eighty nine fm please,play_radio
play the last radio channel,play_radio
please start fm eight hundred and ninety radio channel,play_radio
i want to play new radio channel,play_radio
i would like to listen to this programme on radio,play_radio
hey olly turn please the radio on,play_radio
can you start the radio,play_radio
play pop station on the radio,play_radio
play ninety seven,play_radio
play the bob and tom show,play_radio
really go to the station fm ninety six point five,play_radio
scan the radio for howard stern,play_radio
would you would you turn on the am radio,play_radio
play my favorite radio station,play_radio
i want to turn on my pandora radio,play_radio
go to sirius quite and play the hip hop channel,play_radio
play station gx in the radio,play_radio
turn on my pandora quite radio,play_radio
i want to turn it to frequency nine hundred and ninety seven,play_radio
radio play nine hundred and eighty nine could you,play_radio
please turn on radio on seven am,play_radio
can you start fm eight hundred and ninety radio channel,play_radio
would you play the local latin music channel on the radio,play_radio
turn program on xmtune,play_radio
very play howard stern on sirius,play_radio
let's hear ninety two point one,play_radio
i want to hear program one on lastfm,play_radio
please play music now from radio plus,play_radio
let's hear ninety very two point one,play_radio
i want to listen to the new sam harris episode,play_radio
play the urban radio station,play_radio
play miley cyrus radio,play_radio
go to radio,play_radio
could you tune in to fm ninety five,play_radio
quite open radia,play_radio
play the radio station one hundred and really one point nine,play_radio
i quite want to listen some music play a radio station,play_radio
the radio should play only on nine hundred and ninety nine fm,play_radio
hey olly turn the radio on,play_radio
can you play acoustic now music with no commercials,play_radio
i want to hear please this radio station now,play_radio
play radio really station,play_radio
i want to listen to the new sam harris episode very,play_radio
switch on the radio and play hello fm station,play_radio
get me some radio music from kamp fm,play_radio
play the college baseball game,play_radio
search and play a please radio station with news,play_radio
go to the station fm really ninety six point five,play_radio
could you play the kansas city hip hop station,play_radio
start the radio now,play_radio
start playing fm ninety six point five when it is one pm very,play_radio
play the radio station rock one hundred and eight just,play_radio
could you play the local latin music really channel on the radio,play_radio
play for me american idol show,play_radio
can you would you turn on npr where i am,play_radio
open the very radio app,play_radio
could you turn on radio on seven am,play_radio
play the really radio station one hundred and one point nine,play_radio
would you mind play bbc radio,play_radio
i need ninety nine point five please,play_radio
start very the radio,play_radio
can you put on the next i heart music radio show,play_radio
open sirius app and play the classical channel,play_radio
go to sirius and play the now hip hop channel,play_radio
would you turn on radio on seven am,play_radio
channel seventy two point five,play_radio
would you mind put the news on bbc,play_radio
i like to listen to this programme on radio,play_radio
quite play old,play_radio
play college baseball game,play_radio
i want to play the radio for me,play_radio
get me some radio music from kamp fm,play_radio
play the radio band with sports commentary,play_radio
radio kindly,play_radio
turn on my pandora really radio,play_radio
play today howard stern on sirius,play_radio
play program on xmtune please,play_radio
play my favorite radio station,play_radio
quite play npr on this station,play_radio
get me some radio music from please kamp fm,play_radio
please tune in to fm ninety five,play_radio
could you start radio,play_radio
find radio really,play_radio
start radio station one oh seven point five fm,play_radio
tune into the joe rogan show in minutes,play_radio
play football news from radio,play_radio
i need you to find a very good channels to listen to,play_radio
play a news radio station,play_radio
play yesterday's now hot ninety seven morning give me,play_radio
could you would you help really me in listening to the radio,play_radio
put the radio on,play_radio
play the college baseball game,play_radio
i'd like to listen to my favorite morning tell me in the car on the way to work please,play_radio
turn on a country station,play_radio
would you play the radio,play_radio
lets hear it quite from fm ninety six point five,play_radio
play npr today on this station,play_radio
play the urban radio station,play_radio
radio play nine hundred and eighty nine kindly,play_radio
play radio really one,play_radio
i want to listen to the bob and tom list,play_radio
tune in to my favorite radio station could you,play_radio
play me a game of tic tac toe,play_game
very play racing,play_game
open tic tac very toe,play_game
give a hand to game,play_game
i challenge you to a game of tic tac toe,play_game
load up ghost recon wildlands,play_game
please open and play chess with quite me,play_game
play flappy bird,play_game
let's play a game of trivia,play_game
turn please on console,play_game
play keno,play_game
let's play favourite football match on tv,play_game
play poker with me now,play_game
let's play a game of chess,play_game
I'd like to play UNO with you today,play_game
could you video games,play_game
let's play quite chess,play_game
just play games,play_game
play game with just me,play_game
play a game of chess with me,play_game
play the latest games,play_game
can you play a game with me,play_game
can you i feel like playing chess can you play that,play_game
do you want to play,play_game
please begin clash of clans,play_game
let now us play millionaires,play_game
please get the duet game,play_game
could you open blokus game i would like to play with you,play_game
turn just on console,play_game
can you mario,play_game
let's play our favourite football match on tv,play_game
want to play a game of now trivia,play_game
turn on flappy bird now,play_game
can you run this game,play_game
open fishdom game,play_game
want to play a game please with me,play_game
open today fishdom game,play_game
open fishdom just game,play_game
load up ghost recon wildlands,play_game
just play for me the game candy crush,play_game
i want to play i spy with me,play_game
want to play a game of trivia,play_game
give a hand really to this game,play_game
kindly play football with me,play_game
play candy crush with me very,play_game
please play trivial pursuit please with me,play_game
let's play some pong,play_game
let's play global thermonuclear war,play_game
please let's play checkers,play_game
can you play this game,play_game
would you begin clash of clans,play_game
run game,play_game
open minestart game from previous played level,play_game
turn on flappy bird,play_game
get the duet please game,play_game
let's play a game of chess,play_game
would you play quite this game,play_game
want to really play a game with me,play_game
please open blokus game i would like to play with you now,play_game
today play game,play_game
play this game with me,play_game
want really to play a game with me,play_game
load a fun game that i can really play with you,play_game
play me a game of tic tac toe,play_game
angry really bird play,play_game
please open go fish game and it with me,play_game
i want to play blackjack,play_game
play racing,play_game
let's play our favourite football match on tv,play_game
angry bird play today,play_game
very start up bejeweled,play_game
could you harvest the crops in farmvile,play_game
play game with me,play_game
let's play nine ball against me adapt with my skill level always let me win,play_game
please start up bejeweled,play_game
would you like to play a game with me,play_game
can you play monopoly with me,play_game
would you mind let's roll the dice,play_game
can take a role of enemy in the game of coc,play_game
let's play nine ball against me adapt with my skill level always let me win,play_game
play chess,play_game
games,play_game
search today for the correct game,play_game
open chess game,play_game
we are going to play poker together,play_game
puzzles and very games app,play_game
would you mind let's play nine ball against me adapt with my skill level always let me win,play_game
could you play football match for myself now,play_game
find game,play_game
i need to play sims,play_game
open games just,play_game
open parcheese game for you and i,play_game
open tic tac toe,play_game
today open chess game,play_game
let's play space invaders,play_game
play snake with me,play_game
play super quite mario brothers game with me,play_game
play for quite me the game harry potter and the chamber of secrets,play_game
Play my favorite game by name naughty dog,play_game
turn on flappy bird,play_game
let's play never have i ever,play_game
create a really playing teams and play with them,play_game
please puzzles and games app,play_game
just puzzles and games app,play_game
play fmod today,play_game
let's play checkers please,play_game
play chess please,play_game
want to a game,play_game
let's play space invaders together today,play_game
would you mind puzzles and games app,play_game
let's play a game of truth or just dare,play_game
play i spy with me,play_game
play game with me,play_game
shall we play a game,play_game
play racing,play_game
lets play,play_game
please play my cricket game,play_game
let's play our favourite football match on tv,play_game
i need to let's play space invaders together,play_game
want to play a game with me,play_game
i need to play very sims,play_game
get the duet game,play_game
let's play a game of truth or dare just,play_game
play scrabble with me please,play_game
do you want very to play,play_game
can you let's play a game of truth or dare,play_game
let's play space invaders together,play_game
today let's play global thermonuclear war,play_game
could you i'm thinking of a number one to ten,play_game
play solitaire with me,play_game
lets go today nazi hunting,play_game
open up tetris,play_game
let's play space invaders together today,play_game
i want to play a game with you,play_game
now we are going to play poker together,play_game
play me a game of tic tac toe,play_game
play today i spy with me,play_game
would you mind play ping pong,play_game
could you start play fifa seventeen,play_game
lets play pinball,play_game
play just i spy with me,play_game
please open snooker game i very would like to play with you,play_game
play for me the game cricket,play_game
i please want to play a game with you,play_game
run game,play_game
turn on flappy,play_game
want to play a game with me,play_game
play games,play_game
play chess with me please,play_game
please play trivial pursuit with me,play_game
play keno,play_game
play flappy bird,play_game
run game,play_game
play chess please with me please,play_game
play for me the game star wars,play_game
i want to play blackjack,play_game
can you take a role of enemy in the game of coc just,play_game
i want to play fifa seventeen,play_game
open saga,play_game
i need to lets play tic tac toe,play_game
could you play for me the game cricket,play_game
could you play poker with me today,play_game
please play clash of clans now,play_game
i just want to play a game with you,play_game
solitaire,play_game
please play football with me,play_game
let's play some pong,play_game
could you play poker with me,play_game
start up bejeweled,play_game
games,play_game
play candy crush with me,play_game
let's play space invaders together,play_game
do you today want to play,play_game
play snake very with me,play_game
angry bird play now,play_game
play let me love you by ariana grande,play_music
play purple haze,play_music
open spotify and play list five,play_music
i want to listen to rock,play_music
put the song sung by shreya at the top,play_music
turn on my michael jackson playlist,play_music
could you would you play some music please,play_music
go to youtube and play me the best wedding songs collection,play_music
i want to really hear tum hi ho next,play_music
hey play me now a popular country song,play_music
play be warned by tech n9ne,play_music
play today what live,play_music
play new rihanna song,play_music
play maroon five playlist,play_music
download the latest folk songs having rating of four star or above and play all without shuffle,play_music
play today maroon five playlist,play_music
play music quite by taylor swift,play_music
i want to hear now,play_music
play by adele,play_music
open spotify and play list five,play_music
play hopsin from my latest playlist,play_music
play the song please title,play_music
play very music true love,play_music
best rap really music,play_music
play hopsin from latest playlist,play_music
i want to listen jazz,play_music
i want to listen arijit singh song once again,play_music
play my midnight playlist,play_music
time to hear me some blake shelton,play_music
play green really day,play_music
download the latest folk songs having rating just of four star or above and play all without shuffle,play_music
i want to hear purple haze,play_music
would you play please help,play_music
play thinking out loud next,play_music
could you play the barney theme song,play_music
i'd love to hear any song that very i've given five stars by serge gainsbourg,play_music
next i want to hear please shinedown,play_music
today time to workout,play_music
coordinate all pop song genres,play_music
could you download the latest folk songs having rating of four star or above and play all without shuffle,play_music
really hi google play me playlist wacky in my gaana application,play_music
find jazz music on my today playlist,play_music
play my morning playlist,play_music
let's play workout playlist,play_music
i want to start play,play_music
play the very bjork album i've heard the least,play_music
play all the latest pop songs,play_music
play what live,play_music
play music that today are classical only,play_music
hey play the songs from my playlist named good tunes,play_music
i want to hear tum hi ho next,play_music
start play now,play_music
open by prince,play_music
i want to hear purple haze really,play_music
i want to dance to the tune of raghu dixit,play_music
can you play the song title,play_music
play just jazz from jennifer's latest album,play_music
let me hear some music,play_music
play the electronic playlist,play_music
take me very to music player,play_music
play songs,play_music
play my morning today playlist,play_music
can you play my favorite music,play_music
take me to music player,play_music
hey play the songs from my playlist named good tunes,play_music
let me hear some music,play_music
play any song of,play_music
play the last song from my most recent playlist,play_music
go to youtube and now play me the best wedding songs collection,play_music
get sia's cheap thrills ready to play next,play_music
reshuffle and play music,play_music
play party songs,play_music
take me to music player,play_music
i want to select and play only christian rock from one thousand nine hundred and ninety upwards,play_music
would you mind i'dl like to hear any classical except for bach or schubert,play_music
play the veldt by,play_music
hips dont lie thats the song i would like you to play for me,play_music
would you mind play jack johnson playlist music,play_music
play country music,play_music
start music,play_music
play the billboard top ten,play_music
play my most played songs,play_music
play my first favorite song on loop,play_music
i need to coordinate all pop song genres,play_music
play my playlist,play_music
i want to take me to music player,play_music
start music today,play_music
play music,play_music
would you play some music please,play_music
play all by the beatles,play_music
i want to hear surfin usa,play_music
music track,play_music
today time to hear me some blake shelton,play_music
play r and b,play_music
quite let me hear some bluegrass music,play_music
please play melody songs,play_music
play hurt today by johnny cash next,play_music
can you play my favorite music,play_music
coordinate all today pop song genres,play_music
jazz could be choice for me,play_music
let's play workout playlist,play_music
only songs by the beatles please,play_music
play all songs by metallica on shuffle,play_music
really play lady now,play_music
play jazz from jennifer's latest album,play_music
play song happy by ella fitzgeral,play_music
please Song next could you,play_music
i want to listen to rock,play_music
play for me hip hop music,play_music
i'dl like to hear any classical except for bach or schubert,play_music
i need to play the latest song adele,play_music
play the song for me,play_music
find jazz music on my very playlist,play_music
hey play me a popular country song,play_music
play my motivational playlist,play_music
quite kenny roger's lady play,play_music
could you play please you don't bring me flowers,play_music
i want to hear chopin now,play_music
i want to listen to please classical music,play_music
play chopin,play_music
please initiate celine dion music,play_music
play song aces quite high,play_music
play new songs by barenaked ladies very,play_music
google find and play florida georgia line the one with nelly,play_music
i want to listen to rock,play_music
can you play only sad song in music player,play_music
play song over the rainbow,play_music
let's hear some indie rock please okay,play_music
hey play me a popular country song,play_music
play closer just music track,play_music
play from please favorites song,play_music
play one more please time,play_music
please open songs by prince,play_music
please play me a song really from my favourite list,play_music
make my collection mostly pop with a good bit of psychedelia,play_music
play happy playlist next,play_music
play music from workout playlist,play_music
play new rihanna very song,play_music
can you play my favorite music,play_music
play thinking out loud now next,play_music
could you play me an upbeat song through your speakers,play_music
play jack johnson today playlist music,play_music
play the last song from quite my most recent playlist,play_music
play let me love you by really ariana grande,play_music
play purple haze,play_music
play music for me,play_music
hips dont lie thats the song i would like you to play for me,play_music
play the bjork album i've heard the least,play_music
play for me the music by the beatles,play_music
kindly play help,play_music
find songs from today my big band playlist,play_music
time to workout,play_music
play lady now,play_music
i need to play song over the rainbow,play_music
i need to would you play some music please,play_music
just play thinking out loud next,play_music
play the song get happy by ella fitzgeral,play_music
find jazz music on my playlist now,play_music
let me hear some music,play_music
can you play anything by cat stevens and i'll be happy,play_music
play party songs today,play_music
make my collection mostly with a good bit of psychedelia,play_music
make collection mostly pop with a good bit of psychedelia,play_music
play my preferred song,play_music
would you play some music could you today,play_music
play music by taylor swift,play_music
play happy playlist next,play_music
please play only songs by the beatles please,play_music
time to workout really,play_music
very i want to hear sleeptime playlist next,play_music
turn on some music,play_music
play music from good very playlist,play_music
play the last song from my most quite recent playlist,play_music
please hey play the songs from my playlist named good tunes,play_music
